datetime,machineID,Type,Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Target,RUL_hours,Failure_Type,month,hour,dayofweek,machine_age_hours,hours_since_last,Temp_Difference,Temp_Rate_of_Change,Power,Torque_Speed_Ratio,RPM_Variance,Type_H,Type_L,Type_M
2015-05-22 19:29:37,1,L,310.0,320.0,1495,41.3,211,0,13629.610833333334,No Failure,5,19,4,80,259.0461111111111,10.0,0.0,6466.1004524128675,0.02760695187165775,2.7336289566667893,False,True,False
2015-05-25 14:42:54,1,L,310.0,320.0,1493,41.2,215,0,13562.389444444445,No Failure,5,14,0,88,67.2213888888889,10.0,0.0,6441.814678284183,0.027576974564926374,2.7906771199618534,False,True,False
2015-07-18 04:43:25,1,L,310.0,320.0,1488,41.7,295,0,12276.380833333333,No Failure,7,4,5,96,1286.0086111111111,10.0,0.0,6498.156836461127,0.02800537273337811,3.502746175393018,False,True,False
2015-08-07 13:45:42,1,L,310.0,320.0,1488,42.1,300,0,11787.342777777778,No Failure,8,13,4,104,489.03805555555556,10.0,0.0,6560.48927613941,0.028274009402283414,3.9223227027636316,False,True,False
2015-08-12 12:34:04,1,L,310.0,320.0,1488,42.3,300,0,11668.536666666667,No Failure,8,12,2,112,118.80611111111111,10.0,0.0,6591.655495978552,0.02840832773673606,4.189556176062159,False,True,False
2015-08-22 13:38:38,1,L,310.0,320.0,1485,42.2,300,0,11427.460555555555,No Failure,8,13,5,120,241.07611111111112,10.0,0.0,6562.814175603218,0.028398384925975777,4.697073557013946,False,True,False
2015-10-21 08:29:04,1,L,310.0,320.0,1481,43.3,300,0,9992.62,No Failure,10,8,2,128,1434.8405555555555,10.0,0.0,6715.744386729222,0.02921727395411606,5.525342683011218,False,True,False
2015-10-24 04:09:10,1,L,310.0,320.0,1480,43.3,300,0,9924.951666666666,No Failure,10,4,5,136,67.66833333333334,10.0,0.0,6711.209785522788,0.029237002025658338,6.195085549636916,False,True,False
2015-10-26 15:13:41,1,L,310.0,320.0,1478,43.2,300,0,9865.87638888889,No Failure,10,15,0,144,59.07527777777778,10.0,0.0,6686.662198391422,0.029208924949290064,6.872268197286731,False,True,False
2015-10-28 04:59:45,1,L,310.0,320.0,1478,43.2,300,0,9828.10861111111,No Failure,10,4,2,152,37.76777777777778,10.0,0.0,6686.662198391422,0.029208924949290064,7.355627992081627,False,True,False
2015-11-16 18:28:11,1,L,310.0,320.0,1476,43.6,300,0,9358.634722222223,No Failure,11,18,0,160,469.4738888888889,10.0,0.0,6739.4436997319035,0.029519295870006772,7.881261682896065,False,True,False
2015-11-25 19:01:19,1,L,310.0,320.0,1477,43.9,300,0,9142.0825,No Failure,11,19,2,168,216.5522222222222,10.0,0.0,6790.413455093833,0.02970230040595399,8.196319520348968,False,True,False
2015-12-11 16:56:00,1,L,310.0,320.0,1475,44.1,300,0,8760.17111111111,No Failure,12,16,4,176,381.9113888888889,10.0,0.0,6812.112516756032,0.029878048780487807,8.573098839708704,False,True,False
2015-12-13 14:06:00,1,L,310.0,320.0,1475,44.2,300,0,8715.004444444445,No Failure,12,14,6,184,45.166666666666664,10.0,0.0,6827.5594839142095,0.029945799457994582,8.86114707790315,False,True,False
2015-12-23 17:56:45,1,L,310.0,320.0,1473,44.2,300,0,8471.158611111112,No Failure,12,17,2,192,243.84583333333333,10.0,0.0,6818.301776139411,0.029986431478968793,9.20905351633197,False,True,False
2016-01-12 00:02:13,1,L,310.0,320.0,1472,44.8,300,0,8009.0675,No Failure,1,0,1,200,462.0911111111111,10.0,0.0,6906.166219839141,0.030414120841819416,9.542778179577203,False,True,False
2016-01-27 12:43:22,1,L,310.0,320.0,1470,45.0,300,0,7636.381666666667,No Failure,1,12,2,208,372.68583333333333,10.0,0.0,6927.572050938338,0.030591434398368457,9.927658563750253,False,True,False
2016-01-31 22:40:35,1,L,310.0,320.0,1469,45.0,300,0,7530.428055555555,No Failure,1,22,6,216,105.95361111111112,10.0,0.0,6922.859416890081,0.030612244897959183,10.29376705641036,False,True,False
2016-02-19 14:39:35,1,L,310.0,320.0,1466,45.3,300,0,7082.4447222222225,No Failure,2,14,4,224,447.98333333333335,10.0,0.0,6954.779658176944,0.03087934560327198,10.766669971073165,False,True,False
2016-03-17 01:18:02,1,L,310.0,320.0,1464,45.9,300,0,6447.803888888889,No Failure,3,1,3,232,634.6408333333334,10.0,0.0,7037.282171581768,0.031331058020477816,11.269988628129115,False,True,False
2016-03-30 15:24:37,1,L,310.0,320.0,1461,46.1,300,0,6121.694166666667,No Failure,3,15,2,240,326.1097222222222,10.0,0.0,7053.462215147454,0.03153214774281806,11.861476453456904,False,True,False
2016-04-02 04:15:46,1,L,310.0,320.0,1460,46.1,300,0,6060.841666666666,No Failure,4,4,5,248,60.8525,10.0,0.0,7048.6343833780165,0.03155373032169747,12.404311165230803,False,True,False
2016-04-06 22:53:59,1,L,310.0,320.0,1459,46.2,300,0,5946.204722222222,No Failure,4,22,2,256,114.63694444444444,10.0,0.0,7059.085958445041,0.03164383561643836,12.907523645791445,False,True,False
2016-04-09 05:30:07,1,L,310.0,320.0,1460,46.4,300,0,5891.6025,No Failure,4,5,5,264,54.602222222222224,10.0,0.0,7094.504021447721,0.03175906913073238,13.274994922638461,False,True,False
2016-04-12 02:10:09,1,L,310.0,320.0,1460,46.4,300,0,5822.935277777778,No Failure,4,2,1,272,68.66722222222222,10.0,0.0,7094.504021447721,0.03175906913073238,13.581871258805048,False,True,False
2016-04-19 18:36:39,1,L,310.0,320.0,1459,46.6,300,0,5638.493611111111,No Failure,4,18,1,280,184.44166666666666,10.0,0.0,7120.203585790886,0.031917808219178084,13.882042757141665,False,True,False
2016-05-22 22:37:46,1,L,310.0,320.0,1455,47.9,300,0,4842.475,No Failure,5,22,6,288,796.0186111111111,10.0,0.0,7298.77052613941,0.03289835164835165,14.312786446246376,False,True,False
2016-06-09 02:25:47,1,L,310.0,320.0,1451,49.3,300,0,4430.674722222222,No Failure,6,2,3,296,411.80027777777775,10.0,0.0,7491.443951072386,0.03395316804407713,14.868795549104815,False,True,False
2016-06-11 09:49:57,1,L,310.0,320.0,1453,49.8,300,0,4375.271944444445,No Failure,6,9,5,304,55.40277777777778,10.0,0.0,7577.8527144772115,0.034250343878954606,15.25111442577454,False,True,False
2016-06-12 18:34:17,1,L,310.0,320.0,1450,49.7,300,0,4342.533055555556,No Failure,6,18,6,312,32.73888888888889,10.0,0.0,7547.021615281501,0.03425223983459683,15.706747692533972,False,True,False
2016-06-30 15:27:11,1,L,310.0,320.0,1449,51.4,300,0,3913.651388888889,No Failure,6,15,3,320,428.88166666666666,10.0,0.0,7799.786360589811,0.035448275862068966,16.140616846797403,False,True,False
2016-07-01 06:38:28,1,L,310.0,320.0,1448,51.4,300,0,3898.463333333333,No Failure,7,6,4,328,15.188055555555556,10.0,0.0,7794.403485254691,0.0354727398205659,16.555611418915387,False,True,False
2016-07-03 03:16:17,1,L,310.0,320.0,1447,51.5,300,0,3853.8330555555553,No Failure,7,3,6,336,44.63027777777778,10.0,0.0,7804.174346514746,0.035566298342541436,16.954143089074925,False,True,False
2016-07-06 03:07:31,1,L,310.0,320.0,1447,51.8,300,0,3781.9791666666665,No Failure,7,3,2,344,71.85388888888889,10.0,0.0,7849.635556300267,0.03577348066298342,17.300111818187034,False,True,False
2016-07-06 16:44:42,1,L,310.0,320.0,1447,51.9,300,0,3768.3594444444443,No Failure,7,16,2,352,13.619722222222222,10.0,0.0,7864.7892928954425,0.035842541436464086,17.60116502112883,False,True,False
2016-07-07 00:06:38,1,L,310.0,320.0,1449,52.1,300,0,3760.9938888888887,No Failure,7,0,3,360,7.365555555555556,10.0,0.0,7906.009132037534,0.03593103448275862,17.79941919477983,False,True,False
2016-07-07 21:42:24,1,L,310.0,320.0,1447,52.1,300,0,3739.3977777777777,No Failure,7,21,3,368,21.59611111111111,10.0,0.0,7895.0967660857905,0.035980662983425414,18.03175839521235,False,True,False
2016-07-09 17:30:21,1,L,310.0,320.0,1449,52.4,300,0,3695.598611111111,No Failure,7,17,5,376,43.799166666666665,10.0,0.0,7951.533176943699,0.036137931034482755,18.176830392578534,False,True,False
2016-07-10 00:41:10,1,L,310.0,320.0,1447,52.3,300,0,3688.4183333333335,No Failure,7,0,6,384,7.1802777777777775,10.0,0.0,7925.4042392761385,0.036118784530386736,18.356424851624368,False,True,False
2016-07-10 08:26:47,1,L,310.0,320.0,1447,52.3,300,0,3680.6580555555556,No Failure,7,8,6,392,7.760277777777778,10.0,0.0,7925.4042392761385,0.036118784530386736,18.51283063065135,False,True,False
2016-07-10 17:21:54,1,L,310.0,320.0,1448,52.4,300,0,3671.7394444444444,No Failure,7,17,6,400,8.918611111111112,10.0,0.0,7946.045576407507,0.03616287094547964,18.410023888953425,False,True,False
2016-07-12 03:18:14,1,L,310.0,320.0,1448,52.6,300,0,3637.8005555555555,No Failure,7,3,1,408,33.93888888888889,10.0,0.0,7976.37399463807,0.036300897170462386,18.18499044682232,False,True,False
2016-07-12 19:11:56,1,L,310.0,320.0,1447,52.5,300,0,3621.9055555555556,No Failure,7,19,1,416,15.895,10.0,0.0,7955.711712466488,0.036256906077348064,17.919559488025815,False,True,False
2016-07-15 11:14:37,1,L,310.0,320.0,1447,52.8,300,0,3557.860833333333,No Failure,7,11,4,424,64.04472222222222,10.0,0.0,8001.17292225201,0.036464088397790057,17.65802124491054,False,True,False
2016-07-16 11:05:12,1,L,310.0,320.0,1447,52.9,300,0,3534.0177777777776,No Failure,7,11,5,432,23.843055555555555,10.0,0.0,8016.326658847185,0.03653314917127072,17.293669951984178,False,True,False
2016-07-16 19:53:08,1,L,310.0,320.0,1448,53.0,300,0,3525.218888888889,No Failure,7,19,5,440,8.79888888888889,10.0,0.0,8037.030831099196,0.03657694962042788,16.95039581742396,False,True,False
2016-07-17 02:46:40,1,L,310.0,320.0,1447,53.0,300,0,3518.326666666667,No Failure,7,2,6,448,6.892222222222222,10.0,0.0,8031.48039544236,0.03660220994475138,16.602384879090884,False,True,False
2016-07-19 17:17:06,1,L,310.0,320.0,1447,53.2,300,0,3455.8194444444443,No Failure,7,17,1,456,62.507222222222225,10.0,0.0,8061.7878686327085,0.036740331491712706,16.18893550092337,False,True,False
2016-07-22 10:14:03,1,L,310.0,320.0,1446,53.5,300,0,3390.8702777777776,No Failure,7,10,4,464,64.94916666666667,10.0,0.0,8101.646280160858,0.036973047684865236,15.807012135538345,False,True,False
2016-07-23 01:38:35,1,L,310.0,320.0,1447,53.6,300,0,3375.461388888889,No Failure,7,1,5,472,15.408888888888889,10.0,0.0,8122.4028150134045,0.03701657458563536,15.377640805230458,False,True,False
2016-07-24 02:36:55,1,L,310.0,320.0,1445,53.5,300,0,3350.4891666666667,No Failure,7,2,6,480,24.97222222222222,10.0,0.0,8096.043481903485,0.03699861687413555,14.786314687602545,False,True,False
2016-07-25 21:04:43,1,L,310.0,320.0,1444,53.6,300,0,3308.025833333333,No Failure,7,21,0,488,42.46333333333333,10.0,0.0,8105.563002680966,0.037093425605536336,14.218829137478595,False,True,False
2016-07-26 18:54:22,1,L,310.0,320.0,1445,53.8,300,0,3286.1983333333333,No Failure,7,18,1,496,21.8275,10.0,0.0,8141.4418565683645,0.037206085753803596,13.770480109603044,False,True,False
2016-07-27 14:21:08,1,L,310.0,320.0,1447,54.1,300,0,3266.7522222222224,No Failure,7,14,2,504,19.44611111111111,10.0,0.0,8198.171497989277,0.03736187845303868,13.212934293829441,False,True,False
2016-07-27 22:28:43,1,L,310.0,320.0,1445,53.9,300,0,3258.6258333333335,No Failure,7,22,2,512,8.126388888888888,10.0,0.0,8156.574648123325,0.03727524204702628,12.612853825865319,False,True,False
2016-07-28 06:37:48,1,L,310.0,320.0,1444,53.9,300,0,3250.4744444444445,No Failure,7,6,3,520,8.151388888888889,10.0,0.0,8150.9299597855215,0.037301038062283735,12.093327558143933,False,True,False
2016-07-28 13:46:55,1,L,310.0,320.0,1444,54.0,300,0,3243.3225,No Failure,7,13,3,528,7.151944444444444,10.0,0.0,8166.052278820375,0.03737024221453287,11.68365332856263,False,True,False
2016-07-30 21:54:15,1,L,310.0,320.0,1443,54.1,300,0,3187.200277777778,No Failure,7,21,5,536,56.12222222222222,10.0,0.0,8175.508964477212,0.03746537396121884,11.276506189273617,False,True,False
2016-07-31 20:32:11,1,L,310.0,320.0,1445,54.3,300,0,3164.5680555555555,No Failure,7,20,6,544,22.63222222222222,10.0,0.0,8217.105814343164,0.03755186721991701,10.857218044852038,False,True,False
2016-08-01 18:47:37,1,L,310.0,320.0,1445,54.5,300,0,3142.3108333333334,No Failure,8,18,0,552,22.25722222222222,10.0,0.0,8247.371397453084,0.03769017980636238,10.378333002865089,False,True,False
2016-08-03 11:28:20,1,L,310.0,320.0,1444,54.6,300,0,3101.632222222222,No Failure,8,11,2,560,40.67861111111111,10.0,0.0,8256.786193029491,0.03778546712802768,9.947802546803773,False,True,False
2016-08-04 04:05:01,1,L,310.0,320.0,1445,54.8,300,0,3085.0208333333335,No Failure,8,4,3,568,16.61138888888889,10.0,0.0,8292.769772117963,0.037897648686030426,9.384333449196392,False,True,False
2016-08-04 11:01:09,1,L,310.0,320.0,1445,54.7,300,0,3078.0852777777777,No Failure,8,11,3,576,6.935555555555555,10.0,0.0,8277.636980563002,0.03782849239280775,8.849789574345628,False,True,False
2016-08-04 20:18:03,1,L,310.0,320.0,1444,54.7,300,0,3068.803611111111,No Failure,8,20,3,584,9.281666666666666,10.0,0.0,8271.908512064343,0.03785467128027682,8.25274227769375,False,True,False
2016-08-06 04:04:55,1,L,310.0,320.0,1443,54.7,300,0,3037.0225,No Failure,8,4,5,592,31.781111111111112,10.0,0.0,8266.180043565684,0.0378808864265928,7.701682826976214,False,True,False
2016-08-07 20:59:10,1,L,310.0,320.0,1444,55.1,300,0,2996.1183333333333,No Failure,8,20,6,600,40.90416666666667,10.0,0.0,8332.397788203754,0.038131487889273355,7.1026295791607446,False,True,False
2016-08-08 05:44:51,1,L,310.0,320.0,1444,55.1,300,0,2987.3569444444443,No Failure,8,5,0,608,8.761388888888888,10.0,0.0,8332.397788203754,0.038131487889273355,6.534554932300994,False,True,False
2016-08-09 09:28:36,1,L,310.0,320.0,1443,55.1,300,0,2959.6277777777777,No Failure,8,9,1,616,27.729166666666668,10.0,0.0,8326.627429624665,0.038157894736842106,5.955069868847161,False,True,False
2016-08-10 08:03:29,1,L,310.0,320.0,1443,55.2,300,0,2937.046388888889,No Failure,8,8,2,624,22.58138888888889,10.0,0.0,8341.739276139411,0.038227146814404436,5.47800797996552,False,True,False
2016-08-10 15:02:58,1,L,310.0,320.0,1444,55.4,300,0,2930.055,No Failure,8,15,2,632,6.991388888888889,10.0,0.0,8377.76474530831,0.03833910034602076,5.03218214523797,False,True,False
2016-08-11 05:51:56,1,L,310.0,320.0,1441,55.1,300,0,2915.238888888889,No Failure,8,5,3,640,14.81611111111111,10.0,0.0,8315.08671246649,0.03821081830790569,4.770701398822773,False,True,False
2016-08-13 07:58:09,1,L,310.0,320.0,1441,55.4,300,0,2865.135277777778,No Failure,8,7,5,648,50.103611111111114,10.0,0.0,8360.35941689008,0.03841886269070735,4.517720212492413,False,True,False
2016-08-14 07:27:09,1,L,310.0,320.0,1443,55.7,300,0,2841.6519444444443,No Failure,8,7,6,656,23.483333333333334,10.0,0.0,8417.298508713136,0.03857340720221607,4.227992238325701,False,True,False
2016-08-15 00:34:25,1,L,310.0,320.0,1442,55.7,300,0,2824.5308333333332,No Failure,8,0,0,664,17.121111111111112,10.0,0.0,8411.465315013405,0.038600138600138605,3.8438925848776577,False,True,False
2016-08-15 17:04:55,1,L,310.0,320.0,1442,55.7,300,0,2808.0225,No Failure,8,17,0,672,16.508333333333333,10.0,0.0,8411.465315013405,0.038600138600138605,3.377959775499734,False,True,False
2016-08-16 15:24:17,1,L,310.0,320.0,1443,55.9,300,0,2785.699722222222,No Failure,8,15,1,680,22.322777777777777,10.0,0.0,8447.522201742628,0.03871191135734072,2.8631365703376543,False,True,False
2016-08-17 07:05:39,1,L,310.0,320.0,1442,55.9,300,0,2770.010277777778,No Failure,8,7,2,688,15.689444444444444,10.0,0.0,8441.668063002682,0.03873873873873874,2.5999215058789353,False,True,False
2016-08-17 16:59:54,1,L,310.0,320.0,1443,56.0,300,0,2760.106111111111,No Failure,8,16,2,696,9.904166666666667,10.0,0.0,8462.634048257372,0.038781163434903045,2.509166867178084,False,True,False
2016-08-18 00:22:39,1,L,310.0,320.0,1441,55.9,300,0,2752.7269444444446,No Failure,8,0,3,704,7.379166666666666,10.0,0.0,8435.813924262735,0.038765603328710124,2.345729946006038,False,True,False
2016-08-18 06:51:58,1,L,310.0,320.0,1441,55.9,300,0,2746.2383333333332,No Failure,8,6,3,712,6.488611111111111,10.0,0.0,8435.813924262735,0.038765603328710124,2.3197466434491947,False,True,False
2016-08-19 11:13:06,1,L,310.0,320.0,1442,56.2,300,0,2717.886111111111,No Failure,8,11,4,720,28.352222222222224,10.0,0.0,8486.972184986596,0.038946638946638946,2.2893720732537113,False,True,False
2016-08-20 01:59:01,1,L,310.0,320.0,1442,56.2,300,0,2703.1208333333334,No Failure,8,1,5,728,14.765277777777778,10.0,0.0,8486.972184986596,0.038946638946638946,2.282944750687612,False,True,False
2016-08-21 02:25:49,1,L,310.0,320.0,1441,56.3,300,0,2678.6741666666667,No Failure,8,2,6,736,24.446666666666665,10.0,0.0,8496.177530160858,0.03904299583911234,2.323350852469744,False,True,False
2016-08-23 02:26:23,1,L,310.0,320.0,1440,56.3,300,0,2630.6647222222223,No Failure,8,2,1,744,48.00944444444445,10.0,0.0,8490.281501340483,0.03907009021512838,2.391822804166156,False,True,False
2016-08-23 22:22:08,1,L,310.0,320.0,1444,56.8,300,0,2610.7355555555555,No Failure,8,22,1,752,19.929166666666667,10.0,0.0,8589.477211796246,0.03930795847750865,2.366863075111289,False,True,False
2016-08-24 23:59:05,1,L,310.0,320.0,1442,56.7,300,0,2585.119722222222,No Failure,8,23,2,760,25.615833333333335,10.0,0.0,8562.479054959786,0.039293139293139295,2.3013749217828803,False,True,False
2016-08-26 00:07:50,1,L,310.0,320.0,1441,56.7,300,0,2560.9738888888887,No Failure,8,0,4,768,24.145833333333332,10.0,0.0,8556.54113605898,0.03932038834951457,2.3172820109702688,False,True,False
2016-08-26 20:36:03,1,L,310.0,320.0,1441,56.9,300,0,2540.5036111111112,No Failure,8,20,4,776,20.470277777777778,10.0,0.0,8586.722939008043,0.03945908460471567,2.2573236817259748,False,True,False
2016-08-27 05:14:43,1,L,310.0,320.0,1441,56.9,300,0,2531.8591666666666,No Failure,8,5,5,784,8.644444444444444,10.0,0.0,8586.722939008043,0.03945908460471567,2.2584083251849623,False,True,False
2016-08-27 20:42:13,1,L,310.0,320.0,1439,56.8,300,0,2516.400833333333,No Failure,8,20,5,792,15.458333333333334,10.0,0.0,8559.735254691688,0.03944444444444444,2.321153829895916,False,True,False
2016-08-29 02:25:07,1,L,310.0,320.0,1442,57.3,300,0,2486.6858333333334,No Failure,8,2,0,800,29.715,10.0,0.0,8653.087298927612,0.039708939708939704,2.253704433475965,False,True,False
2016-08-30 10:43:33,1,L,310.0,320.0,1441,57.3,300,0,2454.3786111111112,No Failure,8,10,1,808,32.30722222222222,10.0,0.0,8647.086544906166,0.03973647711511789,2.196565036411107,False,True,False
2016-08-30 18:41:47,1,L,310.0,320.0,1441,57.4,300,0,2446.4080555555556,No Failure,8,18,1,816,7.970555555555555,10.0,0.0,8662.177446380696,0.039805825242718446,2.167383450247882,False,True,False
2016-08-31 17:36:38,1,L,310.0,320.0,1440,57.4,300,0,2423.4938888888887,No Failure,8,17,2,824,22.914166666666667,10.0,0.0,8656.166219839142,0.039833448993754336,2.1574739575604394,False,True,False
2016-09-01 01:03:41,1,L,310.0,320.0,1441,57.5,300,0,2416.0430555555554,No Failure,9,1,3,832,7.450833333333334,10.0,0.0,8677.268347855228,0.039875173370319004,2.1127407482671523,False,True,False
2016-09-01 07:34:17,1,L,310.0,320.0,1440,57.4,300,0,2409.5330555555556,No Failure,9,7,3,840,6.51,10.0,0.0,8656.166219839142,0.039833448993754336,2.0404081224410393,False,True,False
2016-09-01 16:46:20,1,L,310.0,320.0,1441,57.5,300,0,2400.3322222222223,No Failure,9,16,3,848,9.200833333333334,10.0,0.0,8677.268347855228,0.039875173370319004,1.9757716136711867,False,True,False
2016-09-02 02:45:00,1,L,310.0,320.0,1441,57.5,300,0,2390.3544444444447,No Failure,9,2,4,856,9.977777777777778,10.0,0.0,8677.268347855228,0.039875173370319004,1.9012348296705195,False,True,False
2016-09-06 04:53:35,1,L,310.0,320.0,1439,57.8,300,0,2292.211388888889,No Failure,9,4,1,864,98.14305555555555,10.0,0.0,8710.434819034852,0.040138888888888884,1.9154580631896418,False,True,False
2016-09-06 23:02:15,1,L,310.0,320.0,1438,57.8,300,0,2274.0669444444443,No Failure,9,23,1,872,18.144444444444446,10.0,0.0,8704.381702412868,0.040166782487838774,1.9183326093255473,False,True,False
2016-09-08 01:35:22,1,L,310.0,320.0,1439,58.1,300,0,2247.515,No Failure,9,1,3,880,26.551944444444445,10.0,0.0,8755.644688337803,0.04034722222222222,1.9424369293471937,False,True,False
2016-09-08 23:07:50,1,L,310.0,320.0,1438,58.0,300,0,2225.9738888888887,No Failure,9,23,3,888,21.54111111111111,10.0,0.0,8734.500670241287,0.04030576789437109,2.0203050891049545,False,True,False
2016-09-09 14:57:33,1,L,310.0,320.0,1437,58.0,300,0,2210.1452777777777,No Failure,9,14,4,896,15.828611111111112,10.0,0.0,8728.426608579088,0.04033379694019471,2.108873381400097,False,True,False
2016-09-09 22:51:54,1,L,310.0,320.0,1438,58.2,300,0,2202.2394444444444,No Failure,9,22,4,904,7.905833333333334,10.0,0.0,8764.619638069706,0.040444753300903406,2.0604140657769707,False,True,False
2016-09-10 14:30:27,1,L,310.0,320.0,1439,58.3,300,0,2186.5969444444445,No Failure,9,14,5,912,15.6425,10.0,0.0,8785.784601206435,0.04048611111111111,2.0484937223762674,False,True,False
2016-09-10 23:17:10,1,L,310.0,320.0,1440,58.4,300,0,2177.818333333333,No Failure,9,23,5,920,8.778611111111111,10.0,0.0,8806.970509383378,0.04052741151977793,2.036503606374986,False,True,False
2016-09-11 07:57:09,1,L,310.0,320.0,1438,58.3,300,0,2169.1519444444443,No Failure,9,7,6,928,8.66638888888889,10.0,0.0,8779.679121983914,0.04051424600416956,2.0722658406412653,False,True,False
2016-09-12 23:39:04,1,L,310.0,320.0,1440,58.6,300,0,2129.4533333333334,No Failure,9,23,0,936,39.69861111111111,10.0,0.0,8837.131367292226,0.04066620402498265,2.0725612666661046,False,True,False
2016-09-14 21:44:38,1,L,310.0,320.0,1438,58.7,300,0,2083.3605555555555,No Failure,9,21,2,944,46.092777777777776,10.0,0.0,8839.91705764075,0.04079221681723419,2.0663484503757874,False,True,False
2016-09-15 10:12:11,1,L,310.0,320.0,1438,58.8,300,0,2070.901388888889,No Failure,9,10,3,952,12.459166666666667,10.0,0.0,8854.97654155496,0.04086170952050035,2.0503857277732482,False,True,False
2016-09-16 09:59:42,1,L,310.0,320.0,1436,58.7,300,0,2047.1094444444445,No Failure,9,9,4,960,23.791944444444443,10.0,0.0,8827.622319034852,0.04084899095337509,2.1377080994304594,False,True,False
2016-09-18 12:30:50,1,L,310.0,320.0,1438,59.1,300,0,1996.5905555555555,No Failure,9,12,6,968,50.51888888888889,10.0,0.0,8900.154993297587,0.04107018763029882,2.1019912813668102,False,True,False
2016-09-19 06:33:04,1,L,310.0,320.0,1437,59.1,300,0,1978.5533333333333,No Failure,9,6,0,976,18.037222222222223,10.0,0.0,8893.965733914209,0.04109874826147427,2.087963562119342,False,True,False
2016-09-19 13:46:48,1,L,310.0,320.0,1438,59.2,300,0,1971.3244444444445,No Failure,9,13,0,984,7.228888888888889,10.0,0.0,8915.214477211797,0.04113968033356498,2.069112005136355,False,True,False
2016-09-20 06:12:43,1,L,310.0,320.0,1435,59.0,300,0,1954.8925,No Failure,9,6,1,992,16.431944444444444,10.0,0.0,8866.559148793565,0.04108635097493036,2.1872543593868157,False,True,False
2016-09-21 05:46:02,1,L,310.0,320.0,1436,59.2,300,0,1931.3372222222222,No Failure,9,5,2,1000,23.55527777777778,10.0,0.0,8902.815013404825,0.04119693806541406,2.2154374884680914,False,True,False
2016-09-22 18:05:23,1,L,310.0,320.0,1438,59.6,300,0,1895.0147222222222,No Failure,9,18,3,1008,36.3225,10.0,0.0,8975.452412868633,0.041417651146629604,2.173025728409654,False,True,False
2016-09-23 00:37:53,1,L,310.0,320.0,1436,59.4,300,0,1888.4730555555554,No Failure,9,0,4,1016,6.541666666666667,10.0,0.0,8932.892091152815,0.04133611691022964,2.2127644543909506,False,True,False
2016-09-23 21:58:04,1,L,310.0,320.0,1436,59.5,300,0,1867.1366666666668,No Failure,9,21,4,1024,21.336388888888887,10.0,0.0,8947.930630026809,0.04140570633263744,2.242902638301954,False,True,False
2016-09-24 04:37:04,1,L,310.0,320.0,1437,59.7,300,0,1860.4866666666667,No Failure,9,4,5,1032,6.65,10.0,0.0,8984.25980227882,0.04151599443671766,2.1998144634203523,False,True,False
2016-09-24 13:19:13,1,L,310.0,320.0,1437,59.6,300,0,1851.7841666666666,No Failure,9,13,5,1040,8.7025,10.0,0.0,8969.210790884717,0.04144645340751043,2.2263725415755515,False,True,False
